id,delay_with_demand,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent_synergy,"""","{""id"" : 0,""delay_with_demand"" : 871340604.3,""station_0"" : ""Jackson Hts - Roosevelt Av_0"",""station_1"" : ""Queensboro Plaza_0"",""station_0_lat"" : 40.746644,""station_0_lon"" : -73.891338,""station_1_lat"" : 40.750582,""station_1_lon"" : -73.940202,""delay_0"" : 301205900.1,""delay_1"" : 241567386,""sum"" : 542773286.1,""synergy"" : 328567318.2},",,,,,,,,,,,
3577,203172185.6,34 St - Herald Sq_0,Court Sq_0,140234090.5,60166735.76,200400826.3,2771359.291,40.749643,-73.9878865,40.74731725,-73.945274,1.382908116,"{""id"" : 3577,","""delay_with_demand"" : 203172185.583,","""station_0"" : ""34 St - Herald Sq_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 140234090.533,","""delay_1"" : 60166735.7594,","""sum"" : 200400826.292,","""synergy"" : 2771359.2906,","""station_0_lat"" : 40.749643,","""station_0_lon"" : -73.9878865,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : 1.38290811564},"
3578,138611980.8,Fulton St_0,Court Sq_0,78639689.66,60166735.76,138806425.4,-194444.5969,40.70973533,-74.006908,40.74731725,-73.945274,-0.140083282,"{""id"" : 3578,","""delay_with_demand"" : 138611980.819,","""station_0"" : ""Fulton St_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 78639689.6565,","""delay_1"" : 60166735.7594,","""sum"" : 138806425.416,","""synergy"" : -194444.5969,","""station_0_lat"" : 40.7097353333,","""station_0_lon"" : -74.006908,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -0.140083282397},"
3579,265709016.6,Atlantic Av - Barclays Ctr_0,Court Sq_0,202337824.5,60166735.76,262504560.3,3204456.34,40.68415044,-73.97787489,40.74731725,-73.945274,1.220724065,"{""id"" : 3579,","""delay_with_demand"" : 265709016.642,","""station_0"" : ""Atlantic Av - Barclays Ctr_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 202337824.543,","""delay_1"" : 60166735.7594,","""sum"" : 262504560.302,","""synergy"" : 3204456.3396,","""station_0_lat"" : 40.6841504444,","""station_0_lon"" : -73.9778748889,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : 1.2207240651},"
3580,250128777.6,Grant Av_0,Court Sq_0,192666263.7,60166735.76,252832999.5,-2704221.883,40.677044,-73.86505,40.74731725,-73.945274,-1.069568406,"{""id"" : 3580,","""delay_with_demand"" : 250128777.578,","""station_0"" : ""Grant Av_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 192666263.702,","""delay_1"" : 60166735.7594,","""sum"" : 252832999.461,","""synergy"" : -2704221.8834,","""station_0_lat"" : 40.677044,","""station_0_lon"" : -73.86505,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -1.06956840648},"
3581,168310863.3,72 St_2,Court Sq_0,108403102.1,60166735.76,168569837.8,-258974.5394,40.768799,-73.958424,40.74731725,-73.945274,-0.153630414,"{""id"" : 3581,","""delay_with_demand"" : 168310863.29,","""station_0"" : ""72 St_2"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 108403102.07,","""delay_1"" : 60166735.7594,","""sum"" : 168569837.829,","""synergy"" : -258974.5394,","""station_0_lat"" : 40.768799,","""station_0_lon"" : -73.958424,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -0.1536304138},"
3582,159745160.9,Flushing - Main St_0,Court Sq_0,102467186.8,60166735.76,162633922.5,-2888761.597,40.7596,-73.83003,40.74731725,-73.945274,-1.77623558,"{""id"" : 3582,","""delay_with_demand"" : 159745160.928,","""station_0"" : ""Flushing - Main St_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 102467186.766,","""delay_1"" : 60166735.7594,","""sum"" : 162633922.525,","""synergy"" : -2888761.5974,","""station_0_lat"" : 40.7596,","""station_0_lon"" : -73.83003,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -1.77623558022},"
3583,138283100.8,42 St - Port Authority Bus Terminal_0,Court Sq_0,78941772.01,60166735.76,139108507.8,-825406.927,40.757308,-73.989735,40.74731725,-73.945274,-0.593354742,"{""id"" : 3583,","""delay_with_demand"" : 138283100.845,","""station_0"" : ""42 St - Port Authority Bus Terminal_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 78941772.0126,","""delay_1"" : 60166735.7594,","""sum"" : 139108507.772,","""synergy"" : -825406.927,","""station_0_lat"" : 40.757308,","""station_0_lon"" : -73.989735,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -0.593354741719},"
3584,98967152.95,Whitehall St_0,Court Sq_0,38805648,60166735.76,98972383.76,-5230.8087,40.703087,-74.012994,40.74731725,-73.945274,-0.005285119,"{""id"" : 3584,","""delay_with_demand"" : 98967152.9515,","""station_0"" : ""Whitehall St_0"",","""station_1"" : ""Court Sq_0"",","""delay_0"" : 38805648.0008,","""delay_1"" : 60166735.7594,","""sum"" : 98972383.7602,","""synergy"" : -5230.8087,","""station_0_lat"" : 40.703087,","""station_0_lon"" : -74.012994,","""station_1_lat"" : 40.74731725,","""station_1_lon"" : -73.945274,","""percent_synergy"" : -0.00528511944571},"
3585,377637721.7,Jackson Hts - Roosevelt Av_0,86 St_4,315917299.6,66665551.51,382582851.1,-4945129.371,40.746644,-73.891338,40.777891,-73.951787,-1.292564305,"{""id"" : 3585,","""delay_with_demand"" : 377637721.72,","""station_0"" : ""Jackson Hts - Roosevelt Av_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 315917299.582,","""delay_1"" : 66665551.5092,","""sum"" : 382582851.091,","""synergy"" : -4945129.3712,","""station_0_lat"" : 40.746644,","""station_0_lon"" : -73.891338,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -1.29256430525},"
3586,330903343.3,149 St - Grand Concourse_0,86 St_4,264481925.8,66665551.51,331147477.3,-244134.0552,40.81839833,-73.926929,40.777891,-73.951787,-0.073723665,"{""id"" : 3586,","""delay_with_demand"" : 330903343.254,","""station_0"" : ""149 St - Grand Concourse_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 264481925.8,","""delay_1"" : 66665551.5092,","""sum"" : 331147477.309,","""synergy"" : -244134.0552,","""station_0_lat"" : 40.8183983333,","""station_0_lon"" : -73.926929,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0737236645086},"
3587,322806395,125 St_2,86 St_4,256294926.7,66665551.51,322960478.2,-154083.2342,40.804138,-73.937594,40.777891,-73.951787,-0.047709625,"{""id"" : 3587,","""delay_with_demand"" : 322806395.004,","""station_0"" : ""125 St_2"",","""station_1"" : ""86 St_4"",","""delay_0"" : 256294926.729,","""delay_1"" : 66665551.5092,","""sum"" : 322960478.238,","""synergy"" : -154083.2342,","""station_0_lat"" : 40.804138,","""station_0_lon"" : -73.937594,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0477096253512},"
3588,189814138.1,Newkirk Plaza_0,86 St_4,123750250.4,66665551.51,190415801.9,-601663.8172,40.635082,-73.962793,40.777891,-73.951787,-0.31597368,"{""id"" : 3588,","""delay_with_demand"" : 189814138.095,","""station_0"" : ""Newkirk Plaza_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 123750250.403,","""delay_1"" : 66665551.5092,","""sum"" : 190415801.912,","""synergy"" : -601663.8172,","""station_0_lat"" : 40.635082,","""station_0_lon"" : -73.962793,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.315973680313},"
3589,105275151.3,Essex St_0,86 St_4,38814251.23,66665551.51,105479802.7,-204651.3887,40.718315,-73.987437,40.777891,-73.951787,-0.194019503,"{""id"" : 3589,","""delay_with_demand"" : 105275151.347,","""station_0"" : ""Essex St_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 38814251.2265,","""delay_1"" : 66665551.5092,","""sum"" : 105479802.736,","""synergy"" : -204651.3887,","""station_0_lat"" : 40.718315,","""station_0_lon"" : -73.987437,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.194019502684},"
3590,137609703.6,Nostrand Av_1,86 St_4,71000339.24,66665551.51,137665890.8,-56187.1652,40.680438,-73.950426,40.777891,-73.951787,-0.040814151,"{""id"" : 3590,","""delay_with_demand"" : 137609703.588,","""station_0"" : ""Nostrand Av_1"",","""station_1"" : ""86 St_4"",","""delay_0"" : 71000339.244,","""delay_1"" : 66665551.5092,","""sum"" : 137665890.753,","""synergy"" : -56187.1652,","""station_0_lat"" : 40.680438,","""station_0_lon"" : -73.950426,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0408141514885},"
3591,78352492.77,25 St_0,86 St_4,11718325.41,66665551.51,78383876.92,-31384.1473,40.660397,-73.998091,40.777891,-73.951787,-0.040039034,"{""id"" : 3591,","""delay_with_demand"" : 78352492.771,","""station_0"" : ""25 St_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 11718325.4091,","""delay_1"" : 66665551.5092,","""sum"" : 78383876.9183,","""synergy"" : -31384.1473,","""station_0_lat"" : 40.660397,","""station_0_lon"" : -73.998091,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0400390342171},"
3592,392270181.9,Broadway Jct_0,86 St_4,326405791.4,66665551.51,393071342.9,-801161.0252,40.678904,-73.9045792,40.777891,-73.951787,-0.203820767,"{""id"" : 3592,","""delay_with_demand"" : 392270181.883,","""station_0"" : ""Broadway Jct_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 326405791.399,","""delay_1"" : 66665551.5092,","""sum"" : 393071342.908,","""synergy"" : -801161.0252,","""station_0_lat"" : 40.678904,","""station_0_lon"" : -73.9045792,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.203820766803},"
3593,334693768.1,Junction Blvd_0,86 St_4,269649748.4,66665551.51,336315299.9,-1621531.798,40.749145,-73.869527,40.777891,-73.951787,-0.482146307,"{""id"" : 3593,","""delay_with_demand"" : 334693768.071,","""station_0"" : ""Junction Blvd_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 269649748.36,","""delay_1"" : 66665551.5092,","""sum"" : 336315299.869,","""synergy"" : -1621531.7982,","""station_0_lat"" : 40.749145,","""station_0_lon"" : -73.869527,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.482146307001},"
3594,342550185.4,Kew Gardens - Union Tpke_0,86 St_4,278833714.3,66665551.51,345499265.9,-2949080.449,40.714441,-73.831008,40.777891,-73.951787,-0.853570685,"{""id"" : 3594,","""delay_with_demand"" : 342550185.406,","""station_0"" : ""Kew Gardens - Union Tpke_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 278833714.346,","""delay_1"" : 66665551.5092,","""sum"" : 345499265.855,","""synergy"" : -2949080.4492,","""station_0_lat"" : 40.714441,","""station_0_lon"" : -73.831008,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.853570684702},"
3595,289427946.4,Grand Central - 42 St_0,86 St_4,223630137,66665551.51,290295688.5,-867742.1332,40.751707,-73.9766866,40.777891,-73.951787,-0.298916645,"{""id"" : 3595,","""delay_with_demand"" : 289427946.36,","""station_0"" : ""Grand Central - 42 St_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 223630136.984,","""delay_1"" : 66665551.5092,","""sum"" : 290295688.493,","""synergy"" : -867742.1332,","""station_0_lat"" : 40.751707,","""station_0_lon"" : -73.9766866,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.298916645199},"
3596,287948695.1,3 Av - 149 St_0,86 St_4,221492451.1,66665551.51,288158002.6,-209307.5322,40.816109,-73.917757,40.777891,-73.951787,-0.072636377,"{""id"" : 3596,","""delay_with_demand"" : 287948695.05,","""station_0"" : ""3 Av - 149 St_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 221492451.073,","""delay_1"" : 66665551.5092,","""sum"" : 288158002.582,","""synergy"" : -209307.5322,","""station_0_lat"" : 40.816109,","""station_0_lon"" : -73.917757,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0726363766838},"
3597,83199608.53,Coney Island - Stillwell Av_0,86 St_4,16577467.28,66665551.51,83243018.79,-43410.2645,40.577422,-73.981233,40.777891,-73.951787,-0.052148835,"{""id"" : 3597,","""delay_with_demand"" : 83199608.5285,","""station_0"" : ""Coney Island - Stillwell Av_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 16577467.2838,","""delay_1"" : 66665551.5092,","""sum"" : 83243018.793,","""synergy"" : -43410.2645,","""station_0_lat"" : 40.577422,","""station_0_lon"" : -73.981233,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0521488349767},"
3598,204123044.2,34 St - Herald Sq_0,86 St_4,140234090.5,66665551.51,206899642,-2776597.808,40.749643,-73.9878865,40.777891,-73.951787,-1.342002229,"{""id"" : 3598,","""delay_with_demand"" : 204123044.234,","""station_0"" : ""34 St - Herald Sq_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 140234090.533,","""delay_1"" : 66665551.5092,","""sum"" : 206899642.042,","""synergy"" : -2776597.8082,","""station_0_lat"" : 40.749643,","""station_0_lon"" : -73.9878865,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -1.3420022291},"
3599,142721918.3,125 St_3,86 St_4,76107032.31,66665551.51,142772583.8,-50665.4886,40.811109,-73.952343,40.777891,-73.951787,-0.035486847,"{""id"" : 3599,","""delay_with_demand"" : 142721918.328,","""station_0"" : ""125 St_3"",","""station_1"" : ""86 St_4"",","""delay_0"" : 76107032.3074,","""delay_1"" : 66665551.5092,","""sum"" : 142772583.817,","""synergy"" : -50665.4886,","""station_0_lat"" : 40.811109,","""station_0_lon"" : -73.952343,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0354868471562},"
3600,144717507,Fulton St_0,86 St_4,78639689.66,66665551.51,145305241.2,-587734.1417,40.70973533,-74.006908,40.777891,-73.951787,-0.40448241,"{""id"" : 3600,","""delay_with_demand"" : 144717507.024,","""station_0"" : ""Fulton St_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 78639689.6565,","""delay_1"" : 66665551.5092,","""sum"" : 145305241.166,","""synergy"" : -587734.1417,","""station_0_lat"" : 40.7097353333,","""station_0_lon"" : -74.006908,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.404482410259},"
3601,132146438.1,Canal St_2,86 St_4,66156570.77,66665551.51,132822122.3,-675684.1862,40.720824,-74.005229,40.777891,-73.951787,-0.50871359,"{""id"" : 3601,","""delay_with_demand"" : 132146438.091,","""station_0"" : ""Canal St_2"",","""station_1"" : ""86 St_4"",","""delay_0"" : 66156570.768,","""delay_1"" : 66665551.5092,","""sum"" : 132822122.277,","""synergy"" : -675684.1862,","""station_0_lat"" : 40.720824,","""station_0_lon"" : -74.005229,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.508713589736},"
3602,125842214.2,Canal St_0,86 St_4,59872507.09,66665551.51,126538058.6,-695844.386,40.718793,-74.00071278,40.777891,-73.951787,-0.549909169,"{""id"" : 3602,","""delay_with_demand"" : 125842214.211,","""station_0"" : ""Canal St_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 59872507.0878,","""delay_1"" : 66665551.5092,","""sum"" : 126538058.597,","""synergy"" : -695844.386,","""station_0_lat"" : 40.718793,","""station_0_lon"" : -74.0007127778,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.549909168605},"
3603,126647232,Court Sq_0,86 St_4,60166735.76,66665551.51,126832287.3,-185055.2306,40.74731725,-73.945274,40.777891,-73.951787,-0.145905459,"{""id"" : 3603,","""delay_with_demand"" : 126647232.038,","""station_0"" : ""Court Sq_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 60166735.7594,","""delay_1"" : 66665551.5092,","""sum"" : 126832287.269,","""synergy"" : -185055.2306,","""station_0_lat"" : 40.74731725,","""station_0_lon"" : -73.945274,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.145905458764},"
3604,267355497.8,Atlantic Av - Barclays Ctr_0,86 St_4,202337824.5,66665551.51,269003376.1,-1647878.258,40.68415044,-73.97787489,40.777891,-73.951787,-0.61258646,"{""id"" : 3604,","""delay_with_demand"" : 267355497.794,","""station_0"" : ""Atlantic Av - Barclays Ctr_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 202337824.543,","""delay_1"" : 66665551.5092,","""sum"" : 269003376.052,","""synergy"" : -1647878.2582,","""station_0_lat"" : 40.6841504444,","""station_0_lon"" : -73.9778748889,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.612586459837},"
3605,316244567.7,Queensboro Plaza_0,86 St_4,251635172.7,66665551.51,318300724.2,-2056156.501,40.750582,-73.940202,40.777891,-73.951787,-0.645979209,"{""id"" : 3605,","""delay_with_demand"" : 316244567.682,","""station_0"" : ""Queensboro Plaza_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 251635172.674,","""delay_1"" : 66665551.5092,","""sum"" : 318300724.183,","""synergy"" : -2056156.5012,","""station_0_lat"" : 40.750582,","""station_0_lon"" : -73.940202,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.645979209277},"
3606,299135567.9,36 St_0,86 St_4,233420219.2,66665551.51,300085770.7,-950202.8372,40.655144,-74.003549,40.777891,-73.951787,-0.31664375,"{""id"" : 3606,","""delay_with_demand"" : 299135567.896,","""station_0"" : ""36 St_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 233420219.224,","""delay_1"" : 66665551.5092,","""sum"" : 300085770.733,","""synergy"" : -950202.8372,","""station_0_lat"" : 40.655144,","""station_0_lon"" : -74.003549,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.316643749845},"
3607,302705993.7,Forest Hills - 71 Av_0,86 St_4,239005252.3,66665551.51,305670803.8,-2964810.079,40.721691,-73.844521,40.777891,-73.951787,-0.969935644,"{""id"" : 3607,","""delay_with_demand"" : 302705993.71,","""station_0"" : ""Forest Hills - 71 Av_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 239005252.28,","""delay_1"" : 66665551.5092,","""sum"" : 305670803.789,","""synergy"" : -2964810.0792,","""station_0_lat"" : 40.721691,","""station_0_lon"" : -73.844521,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.969935643983},"
3608,264379455,161 St - Yankee Stadium_0,86 St_4,197887515,66665551.51,264553066.5,-173611.5602,40.82793467,-73.925711,40.777891,-73.951787,-0.065624475,"{""id"" : 3608,","""delay_with_demand"" : 264379454.951,","""station_0"" : ""161 St - Yankee Stadium_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 197887515.002,","""delay_1"" : 66665551.5092,","""sum"" : 264553066.511,","""synergy"" : -173611.5602,","""station_0_lat"" : 40.8279346667,","""station_0_lon"" : -73.925711,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.0656244746997},"
3609,256619905,36 Av_0,86 St_4,191517800.1,66665551.51,258183351.6,-1563446.633,40.756804,-73.929575,40.777891,-73.951787,-0.605556719,"{""id"" : 3609,","""delay_with_demand"" : 256619904.962,","""station_0"" : ""36 Av_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 191517800.086,","""delay_1"" : 66665551.5092,","""sum"" : 258183351.595,","""synergy"" : -1563446.6332,","""station_0_lat"" : 40.756804,","""station_0_lon"" : -73.929575,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.605556719107},"
3610,258744049.8,Grant Av_0,86 St_4,192666263.7,66665551.51,259331815.2,-587765.3802,40.677044,-73.86505,40.777891,-73.951787,-0.226646075,"{""id"" : 3610,","""delay_with_demand"" : 258744049.831,","""station_0"" : ""Grant Av_0"",","""station_1"" : ""86 St_4"",","""delay_0"" : 192666263.702,","""delay_1"" : 66665551.5092,","""sum"" : 259331815.211,","""synergy"" : -587765.3802,","""station_0_lat"" : 40.677044,","""station_0_lon"" : -73.86505,","""station_1_lat"" : 40.777891,","""station_1_lon"" : -73.951787,","""percent_synergy"" : -0.226646074922},"
