id,delay_with_demand,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent_synergy,"""","{""id"" : 0,""delay_with_demand"" : 871340604.3,""station_0"" : ""Jackson Hts - Roosevelt Av_0"",""station_1"" : ""Queensboro Plaza_0"",""station_0_lat"" : 40.746644,""station_0_lon"" : -73.891338,""station_1_lat"" : 40.750582,""station_1_lon"" : -73.940202,""delay_0"" : 301205900.1,""delay_1"" : 241567386,""sum"" : 542773286.1,""synergy"" : 328567318.2},",,,,,,,,,,,
4749,98223537.17,Grand Central - 42 St_1,Chambers St_1,64389333,33883655.51,98272988.51,-49451.3406,40.752769,-73.979189,40.714111,-74.008585,-0.050320379,"{""id"" : 4749,","""delay_with_demand"" : 98223537.1693,","""station_0"" : ""Grand Central - 42 St_1"",","""station_1"" : ""Chambers St_1"",","""delay_0"" : 64389332.9971,","""delay_1"" : 33883655.5128,","""sum"" : 98272988.5099,","""synergy"" : -49451.3406,","""station_0_lat"" : 40.752769,","""station_0_lon"" : -73.979189,","""station_1_lat"" : 40.714111,","""station_1_lon"" : -74.008585,","""percent_synergy"" : -0.0503203793329},"
4750,164590754.1,59 St_1,Chambers St_1,131305967.9,33883655.51,165189623.4,-598869.3178,40.641362,-74.017881,40.714111,-74.008585,-0.362534465,"{""id"" : 4750,","""delay_with_demand"" : 164590754.102,","""station_0"" : ""59 St_1"",","""station_1"" : ""Chambers St_1"",","""delay_0"" : 131305967.907,","""delay_1"" : 33883655.5128,","""sum"" : 165189623.42,","""synergy"" : -598869.3178,","""station_0_lat"" : 40.641362,","""station_0_lon"" : -74.017881,","""station_1_lat"" : 40.714111,","""station_1_lon"" : -74.008585,","""percent_synergy"" : -0.362534465181},"
4751,77601710.63,Woodhaven Blvd_1,Chambers St_1,44045622.78,33883655.51,77929278.29,-327567.6616,40.693879,-73.851576,40.714111,-74.008585,-0.420339658,"{""id"" : 4751,","""delay_with_demand"" : 77601710.6332,","""station_0"" : ""Woodhaven Blvd_1"",","""station_1"" : ""Chambers St_1"",","""delay_0"" : 44045622.782,","""delay_1"" : 33883655.5128,","""sum"" : 77929278.2948,","""synergy"" : -327567.6616,","""station_0_lat"" : 40.693879,","""station_0_lon"" : -73.851576,","""station_1_lat"" : 40.714111,","""station_1_lon"" : -74.008585,","""percent_synergy"" : -0.420339657658},"
4752,69058558.62,Chambers St_0,Chambers St_1,34983062.75,33883655.51,68866718.27,191840.356,40.715478,-74.009266,40.714111,-74.008585,0.278567588,"{""id"" : 4752,","""delay_with_demand"" : 69058558.6231,","""station_0"" : ""Chambers St_0"",","""station_1"" : ""Chambers St_1"",","""delay_0"" : 34983062.7543,","""delay_1"" : 33883655.5128,","""sum"" : 68866718.2671,","""synergy"" : 191840.356,","""station_0_lat"" : 40.715478,","""station_0_lon"" : -74.009266,","""station_1_lat"" : 40.714111,","""station_1_lon"" : -74.008585,","""percent_synergy"" : 0.278567587983},"
4753,67127990.2,9 St_0,Chambers St_1,33416083.53,33883655.51,67299739.04,-171748.8448,40.670847,-73.988302,40.714111,-74.008585,-0.255199867,"{""id"" : 4753,","""delay_with_demand"" : 67127990.1968,","""station_0"" : ""9 St_0"",","""station_1"" : ""Chambers St_1"",","""delay_0"" : 33416083.5288,","""delay_1"" : 33883655.5128,","""sum"" : 67299739.0416,","""synergy"" : -171748.8448,","""station_0_lat"" : 40.670847,","""station_0_lon"" : -73.988302,","""station_1_lat"" : 40.714111,","""station_1_lon"" : -74.008585,","""percent_synergy"" : -0.255199867408},"
4754,349240129.2,Jackson Hts - Roosevelt Av_0,9 St_0,315917299.6,33416083.53,349333383.1,-93253.9558,40.746644,-73.891338,40.670847,-73.988302,-0.026694831,"{""id"" : 4754,","""delay_with_demand"" : 349240129.155,","""station_0"" : ""Jackson Hts - Roosevelt Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 315917299.582,","""delay_1"" : 33416083.5288,","""sum"" : 349333383.111,","""synergy"" : -93253.9558001,","""station_0_lat"" : 40.746644,","""station_0_lon"" : -73.891338,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0266948308718},"
4755,289261165,125 St_2,9 St_0,256294926.7,33416083.53,289711010.3,-449845.2738,40.804138,-73.937594,40.670847,-73.988302,-0.155273793,"{""id"" : 4755,","""delay_with_demand"" : 289261164.984,","""station_0"" : ""125 St_2"",","""station_1"" : ""9 St_0"",","""delay_0"" : 256294926.729,","""delay_1"" : 33416083.5288,","""sum"" : 289711010.258,","""synergy"" : -449845.2738,","""station_0_lat"" : 40.804138,","""station_0_lon"" : -73.937594,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.155273792805},"
4756,157215651.4,Newkirk Plaza_0,9 St_0,123750250.4,33416083.53,157166333.9,49317.4482,40.635082,-73.962793,40.670847,-73.988302,0.031379143,"{""id"" : 4756,","""delay_with_demand"" : 157215651.38,","""station_0"" : ""Newkirk Plaza_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 123750250.403,","""delay_1"" : 33416083.5288,","""sum"" : 157166333.932,","""synergy"" : 49317.4482,","""station_0_lat"" : 40.635082,","""station_0_lon"" : -73.962793,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 0.0313791426995},"
4757,72200308.96,Essex St_0,9 St_0,38814251.23,33416083.53,72230334.76,-30025.7932,40.718315,-73.987437,40.670847,-73.988302,-0.041569506,"{""id"" : 4757,","""delay_with_demand"" : 72200308.9621,","""station_0"" : ""Essex St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 38814251.2265,","""delay_1"" : 33416083.5288,","""sum"" : 72230334.7553,","""synergy"" : -30025.7932,","""station_0_lat"" : 40.718315,","""station_0_lon"" : -73.987437,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0415695058063},"
4758,104704574.4,Nostrand Av_1,9 St_0,71000339.24,33416083.53,104416422.8,288151.6092,40.680438,-73.950426,40.670847,-73.988302,0.275963878,"{""id"" : 4758,","""delay_with_demand"" : 104704574.382,","""station_0"" : ""Nostrand Av_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 71000339.244,","""delay_1"" : 33416083.5288,","""sum"" : 104416422.773,","""synergy"" : 288151.6092,","""station_0_lat"" : 40.680438,","""station_0_lon"" : -73.950426,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 0.275963877662},"
4759,61297842.41,25 St_0,9 St_0,11718325.41,33416083.53,45134408.94,16163433.47,40.660397,-73.998091,40.670847,-73.988302,35.8117761,"{""id"" : 4759,","""delay_with_demand"" : 61297842.4091,","""station_0"" : ""25 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 11718325.4091,","""delay_1"" : 33416083.5288,","""sum"" : 45134408.9379,","""synergy"" : 16163433.4712,","""station_0_lat"" : 40.660397,","""station_0_lon"" : -73.998091,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 35.8117760962},"
4760,359308430.2,Broadway Jct_0,9 St_0,326405791.4,33416083.53,359821874.9,-513444.6788,40.678904,-73.9045792,40.670847,-73.988302,-0.142694126,"{""id"" : 4760,","""delay_with_demand"" : 359308430.249,","""station_0"" : ""Broadway Jct_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 326405791.399,","""delay_1"" : 33416083.5288,","""sum"" : 359821874.928,","""synergy"" : -513444.6788,","""station_0_lat"" : 40.678904,","""station_0_lon"" : -73.9045792,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.142694125782},"
4761,116833448.2,145 St_0,9 St_0,83423715.57,33416083.53,116839799.1,-6350.8911,40.824783,-73.944216,40.670847,-73.988302,-0.005435555,"{""id"" : 4761,","""delay_with_demand"" : 116833448.209,","""station_0"" : ""145 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 83423715.5713,","""delay_1"" : 33416083.5288,","""sum"" : 116839799.1,","""synergy"" : -6350.8911,","""station_0_lat"" : 40.824783,","""station_0_lon"" : -73.944216,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.00543555462173},"
4762,302997898.9,Junction Blvd_0,9 St_0,269649748.4,33416083.53,303065831.9,-67933.0078,40.749145,-73.869527,40.670847,-73.988302,-0.022415264,"{""id"" : 4762,","""delay_with_demand"" : 302997898.881,","""station_0"" : ""Junction Blvd_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 269649748.36,","""delay_1"" : 33416083.5288,","""sum"" : 303065831.889,","""synergy"" : -67933.0078,","""station_0_lat"" : 40.749145,","""station_0_lon"" : -73.869527,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0224152644911},"
4763,311985762.8,Kew Gardens - Union Tpke_0,9 St_0,278833714.3,33416083.53,312249797.9,-264035.0858,40.714441,-73.831008,40.670847,-73.988302,-0.084558929,"{""id"" : 4763,","""delay_with_demand"" : 311985762.789,","""station_0"" : ""Kew Gardens - Union Tpke_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 278833714.346,","""delay_1"" : 33416083.5288,","""sum"" : 312249797.875,","""synergy"" : -264035.0858,","""station_0_lat"" : 40.714441,","""station_0_lon"" : -73.831008,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0845589292922},"
4764,256293202.1,Grand Central - 42 St_0,9 St_0,223630137,33416083.53,257046220.5,-753018.4578,40.751707,-73.9766866,40.670847,-73.988302,-0.292950605,"{""id"" : 4764,","""delay_with_demand"" : 256293202.055,","""station_0"" : ""Grand Central - 42 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 223630136.984,","""delay_1"" : 33416083.5288,","""sum"" : 257046220.513,","""synergy"" : -753018.4578,","""station_0_lat"" : 40.751707,","""station_0_lon"" : -73.9766866,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.292950604875},"
4765,254609841.6,3 Av - 149 St_0,9 St_0,221492451.1,33416083.53,254908534.6,-298693.0038,40.816109,-73.917757,40.670847,-73.988302,-0.117176541,"{""id"" : 4765,","""delay_with_demand"" : 254609841.598,","""station_0"" : ""3 Av - 149 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 221492451.073,","""delay_1"" : 33416083.5288,","""sum"" : 254908534.602,","""synergy"" : -298693.0038,","""station_0_lat"" : 40.816109,","""station_0_lon"" : -73.917757,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.117176541094},"
4766,177937732.5,Times Sq - 42 St_0,9 St_0,145182887.8,33416083.53,178598971.4,-661238.8198,40.7551308,-73.9870916,40.670847,-73.988302,-0.370236634,"{""id"" : 4766,","""delay_with_demand"" : 177937732.538,","""station_0"" : ""Times Sq - 42 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 145182887.829,","""delay_1"" : 33416083.5288,","""sum"" : 178598971.358,","""synergy"" : -661238.8198,","""station_0_lat"" : 40.7551308,","""station_0_lon"" : -73.9870916,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.370236633936},"
4767,50556472.5,Coney Island - Stillwell Av_0,9 St_0,16577467.28,33416083.53,49993550.81,562921.6895,40.577422,-73.981233,40.670847,-73.988302,1.125988613,"{""id"" : 4767,","""delay_with_demand"" : 50556472.5021,","""station_0"" : ""Coney Island - Stillwell Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 16577467.2838,","""delay_1"" : 33416083.5288,","""sum"" : 49993550.8126,","""synergy"" : 562921.6895,","""station_0_lat"" : 40.577422,","""station_0_lon"" : -73.981233,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 1.12598861323},"
4768,172865583.6,34 St - Herald Sq_0,9 St_0,140234090.5,33416083.53,173650174.1,-784590.4848,40.749643,-73.9878865,40.670847,-73.988302,-0.451822458,"{""id"" : 4768,","""delay_with_demand"" : 172865583.577,","""station_0"" : ""34 St - Herald Sq_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 140234090.533,","""delay_1"" : 33416083.5288,","""sum"" : 173650174.062,","""synergy"" : -784590.4848,","""station_0_lat"" : 40.749643,","""station_0_lon"" : -73.9878865,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.451822458019},"
4769,109510814.6,125 St_3,9 St_0,76107032.31,33416083.53,109523115.8,-12301.2772,40.811109,-73.952343,40.670847,-73.988302,-0.011231672,"{""id"" : 4769,","""delay_with_demand"" : 109510814.559,","""station_0"" : ""125 St_3"",","""station_1"" : ""9 St_0"",","""delay_0"" : 76107032.3074,","""delay_1"" : 33416083.5288,","""sum"" : 109523115.836,","""synergy"" : -12301.2772,","""station_0_lat"" : 40.811109,","""station_0_lon"" : -73.952343,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0112316720594},"
4770,107497905.5,96 St_0,9 St_0,74171566.44,33416083.53,107587650,-89744.4254,40.793919,-73.972323,40.670847,-73.988302,-0.083415174,"{""id"" : 4770,","""delay_with_demand"" : 107497905.547,","""station_0"" : ""96 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 74171566.4436,","""delay_1"" : 33416083.5288,","""sum"" : 107587649.972,","""synergy"" : -89744.4254,","""station_0_lat"" : 40.793919,","""station_0_lon"" : -73.972323,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0834151739749},"
4771,122861796,Fulton St_1,9 St_0,89515357.07,33416083.53,122931440.6,-69644.586,40.7102996,-74.0087818,40.670847,-73.988302,-0.056653193,"{""id"" : 4771,","""delay_with_demand"" : 122861796.01,","""station_0"" : ""Fulton St_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 89515357.0672,","""delay_1"" : 33416083.5288,","""sum"" : 122931440.596,","""synergy"" : -69644.586,","""station_0_lat"" : 40.7102996,","""station_0_lon"" : -74.0087818,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0566531927572},"
4772,117878111.9,Kings Hwy_0,9 St_0,84282687.38,33416083.53,117698770.9,179341.0274,40.60867,-73.957734,40.670847,-73.988302,0.152372897,"{""id"" : 4772,","""delay_with_demand"" : 117878111.941,","""station_0"" : ""Kings Hwy_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 84282687.3848,","""delay_1"" : 33416083.5288,","""sum"" : 117698770.914,","""synergy"" : 179341.0274,","""station_0_lat"" : 40.60867,","""station_0_lon"" : -73.957734,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 0.152372897362},"
4773,115990559.4,Hoyt - Schermerhorn Sts_0,9 St_0,81539629.5,33416083.53,114955713,1034846.396,40.688484,-73.985001,40.670847,-73.988302,0.900213107,"{""id"" : 4773,","""delay_with_demand"" : 115990559.426,","""station_0"" : ""Hoyt - Schermerhorn Sts_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 81539629.5011,","""delay_1"" : 33416083.5288,","""sum"" : 114955713.03,","""synergy"" : 1034846.3961,","""station_0_lat"" : 40.688484,","""station_0_lon"" : -73.985001,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 0.900213107139},"
4774,114411643.7,34 St - Penn Station_0,9 St_0,81124382.45,33416083.53,114540466,-128822.2312,40.750373,-73.991057,40.670847,-73.988302,-0.112468751,"{""id"" : 4774,","""delay_with_demand"" : 114411643.744,","""station_0"" : ""34 St - Penn Station_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 81124382.4464,","""delay_1"" : 33416083.5288,","""sum"" : 114540465.975,","""synergy"" : -128822.2312,","""station_0_lat"" : 40.750373,","""station_0_lon"" : -73.991057,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.112468750763},"
4775,111915525.7,Fulton St_0,9 St_0,78639689.66,33416083.53,112055773.2,-140247.5233,40.70973533,-74.006908,40.670847,-73.988302,-0.125158677,"{""id"" : 4775,","""delay_with_demand"" : 111915525.662,","""station_0"" : ""Fulton St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 78639689.6565,","""delay_1"" : 33416083.5288,","""sum"" : 112055773.185,","""synergy"" : -140247.5233,","""station_0_lat"" : 40.7097353333,","""station_0_lon"" : -74.006908,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.125158677071},"
4776,110989866.8,W 4 St_0,9 St_0,76243580.24,33416083.53,109659663.8,1330203.054,40.732338,-74.000495,40.670847,-73.988302,1.213028572,"{""id"" : 4776,","""delay_with_demand"" : 110989866.822,","""station_0"" : ""W 4 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 76243580.2394,","""delay_1"" : 33416083.5288,","""sum"" : 109659663.768,","""synergy"" : 1330203.0538,","""station_0_lat"" : 40.732338,","""station_0_lon"" : -74.000495,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 1.2130285723},"
4777,104295980.1,Broadway-Lafayette St_0,9 St_0,69833172.71,33416083.53,103249256.2,1046723.913,40.725297,-73.996204,40.670847,-73.988302,1.01378349,"{""id"" : 4777,","""delay_with_demand"" : 104295980.149,","""station_0"" : ""Broadway-Lafayette St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 69833172.7074,","""delay_1"" : 33416083.5288,","""sum"" : 103249256.236,","""synergy"" : 1046723.9128,","""station_0_lat"" : 40.725297,","""station_0_lon"" : -73.996204,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 1.01378348954},"
4778,99278088.76,Canal St_2,9 St_0,66156570.77,33416083.53,99572654.3,-294565.5341,40.720824,-74.005229,40.670847,-73.988302,-0.29582975,"{""id"" : 4778,","""delay_with_demand"" : 99278088.7627,","""station_0"" : ""Canal St_2"",","""station_1"" : ""9 St_0"",","""delay_0"" : 66156570.768,","""delay_1"" : 33416083.5288,","""sum"" : 99572654.2968,","""synergy"" : -294565.5341,","""station_0_lat"" : 40.720824,","""station_0_lon"" : -74.005229,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.295829749825},"
4779,96029218.28,Utica Av_0,9 St_0,62383820.45,33416083.53,95799903.98,229314.295,40.679364,-73.930729,40.670847,-73.988302,0.23936798,"{""id"" : 4779,","""delay_with_demand"" : 96029218.2763,","""station_0"" : ""Utica Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 62383820.4525,","""delay_1"" : 33416083.5288,","""sum"" : 95799903.9813,","""synergy"" : 229314.295,","""station_0_lat"" : 40.679364,","""station_0_lon"" : -73.930729,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 0.239367979998},"
4780,92320315.24,Canal St_0,9 St_0,59872507.09,33416083.53,93288590.62,-968275.3726,40.718793,-74.00071278,40.670847,-73.988302,-1.037935471,"{""id"" : 4780,","""delay_with_demand"" : 92320315.244,","""station_0"" : ""Canal St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 59872507.0878,","""delay_1"" : 33416083.5288,","""sum"" : 93288590.6166,","""synergy"" : -968275.3726,","""station_0_lat"" : 40.718793,","""station_0_lon"" : -74.0007127778,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -1.03793547121},"
4781,92681097.23,DeKalb Av_0,9 St_0,56599245.54,33416083.53,90015329.06,2665768.169,40.690635,-73.981824,40.670847,-73.988302,2.961460227,"{""id"" : 4781,","""delay_with_demand"" : 92681097.2328,","""station_0"" : ""DeKalb Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 56599245.5353,","""delay_1"" : 33416083.5288,","""sum"" : 90015329.0641,","""synergy"" : 2665768.1687,","""station_0_lat"" : 40.690635,","""station_0_lon"" : -73.981824,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 2.96146022729},"
4782,93628968.2,Court Sq_0,9 St_0,60166735.76,33416083.53,93582819.29,46148.9098,40.74731725,-73.945274,40.670847,-73.988302,0.049313443,"{""id"" : 4782,","""delay_with_demand"" : 93628968.198,","""station_0"" : ""Court Sq_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 60166735.7594,","""delay_1"" : 33416083.5288,","""sum"" : 93582819.2882,","""synergy"" : 46148.9098,","""station_0_lat"" : 40.74731725,","""station_0_lon"" : -73.945274,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 0.0493134425218},"
4783,85967008.49,Crown Hts - Utica Av_0,9 St_0,53269044.18,33416083.53,86685127.71,-718119.2156,40.668897,-73.932942,40.670847,-73.988302,-0.828422631,"{""id"" : 4783,","""delay_with_demand"" : 85967008.4947,","""station_0"" : ""Crown Hts - Utica Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 53269044.1815,","""delay_1"" : 33416083.5288,","""sum"" : 86685127.7103,","""synergy"" : -718119.2156,","""station_0_lat"" : 40.668897,","""station_0_lon"" : -73.932942,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.828422630927},"
4784,85295045.03,Borough Hall_0,9 St_0,52166898,33416083.53,85582981.53,-287936.4965,40.69273,-73.9900898,40.670847,-73.988302,-0.336441301,"{""id"" : 4784,","""delay_with_demand"" : 85295045.0319,","""station_0"" : ""Borough Hall_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 52166897.9996,","""delay_1"" : 33416083.5288,","""sum"" : 85582981.5284,","""synergy"" : -287936.4965,","""station_0_lat"" : 40.69273,","""station_0_lon"" : -73.9900898,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.336441301013},"
4785,61774413.7,Pennsylvania Av_0,9 St_0,28590212.66,33416083.53,62006296.19,-231882.4862,40.664635,-73.894895,40.670847,-73.988302,-0.373966033,"{""id"" : 4785,","""delay_with_demand"" : 61774413.7011,","""station_0"" : ""Pennsylvania Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 28590212.6585,","""delay_1"" : 33416083.5288,","""sum"" : 62006296.1873,","""synergy"" : -231882.4862,","""station_0_lat"" : 40.664635,","""station_0_lon"" : -73.894895,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.373966033223},"
4786,58861817.93,Rector St_0,9 St_0,25470415.57,33416083.53,58886499.1,-24681.1717,40.7073372,-74.0135184,40.670847,-73.988302,-0.041913125,"{""id"" : 4786,","""delay_with_demand"" : 58861817.9256,","""station_0"" : ""Rector St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 25470415.5685,","""delay_1"" : 33416083.5288,","""sum"" : 58886499.0973,","""synergy"" : -24681.1717,","""station_0_lat"" : 40.7073372,","""station_0_lon"" : -74.0135184,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0419131245334},"
4787,51194669.66,Prospect Av_1,9 St_0,20019529.5,33416083.53,53435613.03,-2240943.369,40.665414,-73.992872,40.670847,-73.988302,-4.193726322,"{""id"" : 4787,","""delay_with_demand"" : 51194669.6603,","""station_0"" : ""Prospect Av_1"",","""station_1"" : ""9 St_0"",","""delay_0"" : 20019529.5006,","""delay_1"" : 33416083.5288,","""sum"" : 53435613.0294,","""synergy"" : -2240943.3691,","""station_0_lat"" : 40.665414,","""station_0_lon"" : -73.992872,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -4.19372632231},"
4788,52721334.85,Van Siclen Av_0,9 St_0,19469584.48,33416083.53,52885668.01,-164333.1628,40.665449,-73.889395,40.670847,-73.988302,-0.310732887,"{""id"" : 4788,","""delay_with_demand"" : 52721334.8478,","""station_0"" : ""Van Siclen Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 19469584.4818,","""delay_1"" : 33416083.5288,","""sum"" : 52885668.0106,","""synergy"" : -164333.1628,","""station_0_lat"" : 40.665449,","""station_0_lon"" : -73.889395,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.310732886587},"
4789,461442515.6,Atlantic Av - Barclays Ctr_0,9 St_0,202337824.5,33416083.53,235753908.1,225688607.5,40.68415044,-73.97787489,40.670847,-73.988302,95.73059016,"{""id"" : 4789,","""delay_with_demand"" : 461442515.592,","""station_0"" : ""Atlantic Av - Barclays Ctr_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 202337824.543,","""delay_1"" : 33416083.5288,","""sum"" : 235753908.072,","""synergy"" : 225688607.52,","""station_0_lat"" : 40.6841504444,","""station_0_lon"" : -73.9778748889,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 95.7305901591},"
4790,285017312.9,Queensboro Plaza_0,9 St_0,251635172.7,33416083.53,285051256.2,-33943.2688,40.750582,-73.940202,40.670847,-73.988302,-0.011907777,"{""id"" : 4790,","""delay_with_demand"" : 285017312.934,","""station_0"" : ""Queensboro Plaza_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 251635172.674,","""delay_1"" : 33416083.5288,","""sum"" : 285051256.203,","""synergy"" : -33943.2688,","""station_0_lat"" : 40.750582,","""station_0_lon"" : -73.940202,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0119077773072},"
4791,287714599.4,36 St_0,9 St_0,233420219.2,33416083.53,266836302.8,20878296.63,40.655144,-74.003549,40.670847,-73.988302,7.824383871,"{""id"" : 4791,","""delay_with_demand"" : 287714599.387,","""station_0"" : ""36 St_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 233420219.224,","""delay_1"" : 33416083.5288,","""sum"" : 266836302.753,","""synergy"" : 20878296.6342,","""station_0_lat"" : 40.655144,","""station_0_lon"" : -74.003549,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : 7.82438387086},"
4792,272351323.8,Forest Hills - 71 Av_0,9 St_0,239005252.3,33416083.53,272421335.8,-70012.0378,40.721691,-73.844521,40.670847,-73.988302,-0.02569991,"{""id"" : 4792,","""delay_with_demand"" : 272351323.771,","""station_0"" : ""Forest Hills - 71 Av_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 239005252.28,","""delay_1"" : 33416083.5288,","""sum"" : 272421335.809,","""synergy"" : -70012.0378,","""station_0_lat"" : 40.721691,","""station_0_lon"" : -73.844521,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0256999098812},"
4793,231198612.2,161 St - Yankee Stadium_0,9 St_0,197887515,33416083.53,231303598.5,-104986.3738,40.82793467,-73.925711,40.670847,-73.988302,-0.045388993,"{""id"" : 4793,","""delay_with_demand"" : 231198612.157,","""station_0"" : ""161 St - Yankee Stadium_0"",","""station_1"" : ""9 St_0"",","""delay_0"" : 197887515.002,","""delay_1"" : 33416083.5288,","""sum"" : 231303598.531,","""synergy"" : -104986.3738,","""station_0_lat"" : 40.8279346667,","""station_0_lon"" : -73.925711,","""station_1_lat"" : 40.670847,","""station_1_lon"" : -73.988302,","""percent_synergy"" : -0.0453889928505},"
